Condition,Condition_Desc,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Vehicle_Title,OBO,Feedback_Perc,Watch_Count,N_Reviews,Seller_Status,Vehicle_Tile,Auction,Buy_Now,Bid_Count
Used,,"$5,500 ","Bradenton, Florida, United States",2006,"29,100",Blue,Kawasaki,,Ninja,ZX6R 636,,,TRUE,100,,181,Private Seller,Clear,FALSE,TRUE,
Used,"This motorcycle is in excellent condition, has low mileage, all maintence up to date and has all the ","$3,000 ","Indianapolis, Indiana, United States",2009,"8,900",Black,Suzuki,Vehicle does NOT have an existing warranty,SV,Gladius SFV650,Naked,,FALSE,100,,331,Private Seller,Clear,TRUE,FALSE,0
Used,,"$9,900 ","Altoona, Alabama, United States",1995,"106,752",PURPLE,Honda,,Gold Wing,,Trike,,FALSE,100,5<,430,Dealer,Clear,FALSE,TRUE,
Used,,$0 ,"Fort Pierce, Florida, United States",2012,"2,395",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,,Sport Bike,,FALSE,100,3<,227,Private Seller,Clear,TRUE,TRUE,1
Used,,"$5,500 ","Portland, Oregon, United States",2012,"2,382",Red,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,NINJA 650R,Sport Bike,,TRUE,100,1<,90,Private Seller,Clear,FALSE,TRUE,
Used,"custom,board track,pro street,chopper,bobber,harley Davidson,bagger","$32,000 ","Port Jefferson Station, New York, United States",2013,1,,Custom Built Motorcycles,,Other,"custom,board track,pro stree,chopper,bobber,harley",,,TRUE,100,2<,325,,Clear,FALSE,TRUE,
Used,,"$9,500 ","Hollister, California, United States",2012,"3,758",Red,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,,Sport Bike,,TRUE,100,4<,22,Private Seller,Clear,FALSE,TRUE,
Used,Like new,"$8,500 ","McNabb, Illinois, United States",2004,"4,065",Black,Honda,Vehicle does NOT have an existing warranty,Shadow,,Sport Touring,,TRUE,100,,19,owner,Clear,FALSE,TRUE,
Used,,"$3,500 ","Longwood, Florida, United States",2008,"66,000",black,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,Electra Glide Classic,Touring,,FALSE,,2<,0,Private Seller,Clear,TRUE,TRUE,1
Used,"This 2008 Kawasaki KLR 650 is in great condition with only 6580 original miles.It runs, rides, ","$1,725 ","Montoursville, Pennsylvania, United States",2008,"6,580",Green,Kawasaki,Vehicle does NOT have an existing warranty,KLR,,Dual-Purpose,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,10
Used,,"$9,999 ","Flanders, New Jersey, United States",2003,"20,000",Silver,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,,Cruiser,,TRUE,100,,433,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,351 ","Danbury, Connecticut, United States",2005,"9,539",Custom Blue Flames,BMW,,K-Series,,Sport Touring,,FALSE,100,,60,Private Seller,Clear,TRUE,FALSE,10
Used,,"$3,950 ","Hopewell, New Jersey, United States",2002,"15,500",,BMW,,K-Series,,Touring,,FALSE,8.1,,78,,Clear,TRUE,FALSE,0
Used,This has been a show bike and is in Excellent condition.,"$29,995 ","Dallas, Texas, United States",2014,0,Red,Custom Built Motorcycles,None,Other,,Custom Trike,,TRUE,100,11,31,Private Seller,Clear,FALSE,TRUE,
Used,,$800 ,"Houlton, Maine, United States",1982,794,Blue,Suzuki,Vehicle does NOT have an existing warranty,Other,,Rocket,,FALSE,100,1<,551,Private Seller,Clear,FALSE,TRUE,
Used,She Is Immaculate,"$13,000 ","Gilbert, Arizona, United States",2011,"19,887",Black/Cream 2-tone,Harley-Davidson,Vehicle does NOT have an existing warranty,Softail Deluxe(FLSTNI),,Touring,,FALSE,100,2<,229,Private Seller,Clear,FALSE,TRUE,
Used,"77 K mi, drivers backrest and passenger armrest and cover included,  HID headlight bulbs, LED ","$3,800 ","Buena Park, California, United States",1995,"77,000",Green,Honda,,Gold Wing,Aspencade,Touring,,FALSE,100,9<,7,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,500 ","Bensenville, Illinois, United States",1981,"4,860",Black,Suzuki,Vehicle does NOT have an existing warranty,GS550T,,Standard,,FALSE,100,9<,19,Private Seller,Clear,FALSE,TRUE,
Used,,"$11,995 ","Mooresville, North Carolina, United States",2016,"1,275",Red,BMW,Vehicle has an existing warranty,Other,S1000 R,Sport Bike,,TRUE,100,,60,Private Seller,Clear,FALSE,TRUE,
Used,,"$2,299 ","Necedah, Wisconsin, United States",2006,"4,291",Black,Suzuki,Vehicle does NOT have an existing warranty,GZ250,,,,TRUE,100,,6685,Private Seller,Clear,FALSE,TRUE,
Used,,"$2,000 ","Glens Falls, New York, United States",2007,"12,900",Red,Yamaha,Vehicle does NOT have an existing warranty,Star,Cruiser 1300,V-Star 1300,,TRUE,100,3<,65,Private Seller,Clear,FALSE,TRUE,
Used,,"$23,900 ","Seffner, Florida, United States",2012,"16,671",Blue,Honda,,Gold Wing,,Standard,,TRUE,100,31,1098,Dealer,Clear,FALSE,TRUE,
Used,Adult owned.  Well taken care of.  Clear title in hand.  Listing does not include passenger ,"$2,025 ","Westfield, Massachusetts, United States",2016,"9,150",Black,Indian,Vehicle does NOT have an existing warranty,Chief Dark Horse,,Cruiser,,FALSE,100,,112,Private Seller,Clear,TRUE,FALSE,4
New,,"$9,500 ","Keokuk, Iowa, United States",2013,0,Red,Yamaha,Vehicle has an existing warranty,V Star,XVS13CTDR,Cruiser,,FALSE,100,,673,Dealer,Clear,FALSE,TRUE,
Used,,"$4,500 ","Longueuil, Quebec, Canada",1991,"50,034",White,Honda,Vehicle does NOT have an existing warranty,VFR400R,,Sport Bike,,FALSE,100,,476,Private Seller,Clear,TRUE,FALSE,0
New,,"$13,769 ","Feasterville-Trevose, Pennsylvania, United States",2017,36,Black,Indian,Vehicle has an existing warranty,Scout,,Cruiser,,FALSE,100,,10,Dealer,Clear,TRUE,FALSE,0
Used,light scratches..,"$15,500 ","Medford, Massachusetts, United States",2012,"32,700",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,FALSE,,,0,Private Seller,Clear,TRUE,FALSE,0
Used,,"$3,550 ","Troy, Illinois, United States",2007,"10,936",Gray,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,,Sport Bike,,FALSE,,14,45,Private Seller,Clear,TRUE,TRUE,3
Used,,"$5,900 ","Pooler, Georgia, United States",2008,"33,500",Black,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,ZX-10R,Sport Bike,,TRUE,7.2,1<,271,Private Seller,Clear,FALSE,TRUE,
Used,,"$4,000 ","Valparaiso, Indiana, United States",1991,"25,657",Black,BMW,Vehicle does NOT have an existing warranty,K-1,,,,FALSE,100,,218,Private Seller,Clear,TRUE,FALSE,0
Used,,"$2,450 ","Milford, Connecticut, United States",1978,"7,900",red,Honda,Vehicle does NOT have an existing warranty,Hawk,,Cruiser,,TRUE,1.7,18,97,Private Seller,Clear,FALSE,TRUE,
Used,,"$6,100 ","Kansas City, Missouri, United States",2012,"41,000",Red,BMW,Vehicle does NOT have an existing warranty,K-Series,K1600GT,Sport Touring,,FALSE,100,,130,Private Seller,Clear,TRUE,FALSE,14
Used,Used- 200 miles,"$30,000 ","Winsted, Connecticut, United States",1983,"5,749",,Harley-Davidson,Vehicle does NOT have an existing warranty,1983 FXDG,,Standard,,TRUE,100,1<,51,Private Seller,Clear,FALSE,TRUE,
Used,"Excellent condition. Runs great.Extras: Exhaust, fender eliminator, ASV levers, windscreen, frame ","$6,990 ","Searcy, Arkansas, United States",2013,"15,878",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,Ninja,Sport Bike,,FALSE,100,,35,Dealer,Clear,FALSE,TRUE,
Used,,"$2,000 ","Trabuco Canyon, California, United States",1985,"47,461",Blue,Honda,,CB,,,,FALSE,,,1,Private Seller,Clear,TRUE,FALSE,0
Used,EXCELLENT CONDITION,"$8,450 ","Daytona Beach, Florida, United States",1974,"15,474",BLACK,Kawasaki,,H1E,,,,TRUE,100,7<,246,,Clear,FALSE,TRUE,
Used,,"$37,500 ","Lee&#039;s Summit, Missouri, United States",2012,"7,600",,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,TRUE,,2<,0,Private Seller,Clear,FALSE,TRUE,
Used,,"$4,000 ","Homosassa, Florida, United States",2008,"3,500",,Yamaha,,XV1700,Warrior,Sport cruiser,,FALSE,>99,,716,Private Seller,Clear,TRUE,FALSE,0
New,,"$13,677 ","Russellville, Arkansas, United States",2017,0,Red,Honda,Vehicle has an existing warranty,VFR1200X,Standard Model,Dual-Purpose,,FALSE,9.8,,21591,Dealer,Clear,TRUE,FALSE,0
Used,,"$22,499 ","Winston-Salem, North Carolina, United States",2016,"18,104",Black Quartz,Harley-Davidson,,Touring,,Standard,,FALSE,100,,635,Dealer,Clear,FALSE,TRUE,
Used,,"$1,800 ","Elmhurst, Illinois, United States",2004,"17,000",Blue,Suzuki,Vehicle does NOT have an existing warranty,Intruder,Volusia,,,FALSE,100,,8,Private Seller,Clear,TRUE,FALSE,0
Used,,"$4,800 ","Van Nuys, California, United States",2011,"7,877",Black,Suzuki,,Other,,Sport Touring,,FALSE,100,,6,Private Seller,Clear,TRUE,FALSE,0
Used,"Mint, no rust, never damaged, garage kept, highway miles","$26,995 ","Holtsville, New York, United States",2013,"17,528",Black,Harley-Davidson,Unspecified,Street Glide,,Sport Touring,,TRUE,100,3<,1933,Dealer,Clear,FALSE,TRUE,
Used,,"$27,900 ","Altoona, Alabama, United States",2012,"19,141",BLUE,Honda,Vehicle has an existing warranty,Gold Wing,,Trike,,FALSE,100,1<,430,Dealer,Clear,FALSE,TRUE,
Used,,"$10,500 ","Brooklyn, New York, United States",2013,"29,000",,BMW,,R-Series,,,,FALSE,100,10,121,,Clear,FALSE,TRUE,
Used,Excellent condition with no issues.,"$20,900 ","Sevierville, Tennessee, United States",2015,610,Black,Harley-Davidson,Vehicle does NOT have an existing warranty,FLRT Free Wheeler,,Trike,,FALSE,100,3<,240,Private Seller,Clear,FALSE,TRUE,
Used,"like new condition HIGH COMPRESSION///ROLLER ROCKERSNEW BATTERY AND IGNITION,","$11,500 ","Reno, Nevada, United States",1996,"3,500",,Harley-Davidson,,road runner,titan,,,TRUE,7.6,1<,286,Private Seller,Clear,FALSE,TRUE,
Used,"This 2013 Honda Rebel 250 is in great condition with only 1782 original miles.It runs, rides, shifts ",$710 ,"Montoursville, Pennsylvania, United States",2013,"1,782",red,Honda,Vehicle does NOT have an existing warranty,Rebel,,,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,13
Used,,"$3,000 ","Richmond, Indiana, United States",2004,"4,268",Red,Yamaha,,V Star,650 Classic,Cruiser,,TRUE,,11,1,Private Seller,Clear,FALSE,TRUE,
Used,,"$4,000 ","Homosassa, Florida, United States",2008,"3,500",,Yamaha,,XV1700,Warrior,Sport cruiser,,FALSE,>99,,716,Private Seller,Clear,TRUE,FALSE,0
New,,"$18,499 ","Elmhurst, IL, United States",2017,2,Black &amp; Red,Other Makes,,Slingshot?Gloss Black,,,,TRUE,100,7<,152,,Clear,FALSE,TRUE,
New,,"$13,677 ","Russellville, Arkansas, United States",2017,0,Red,Honda,Vehicle has an existing warranty,VFR1200X,Standard Model,Dual-Purpose,,FALSE,9.8,,21591,Dealer,Clear,TRUE,FALSE,0
Used,,"$22,499 ","Winston-Salem, North Carolina, United States",2016,"18,104",Black Quartz,Harley-Davidson,,Touring,,Standard,,FALSE,100,,635,Dealer,Clear,FALSE,TRUE,
Used,,"$5,655 ","Spring, Texas, United States",2012,"3,344",Black Denim,Harley-Davidson,,Sportster,,Sport Bike,,FALSE,100,,24,Dealer,Clear,TRUE,FALSE,7
Used,,"$1,800 ","Elmhurst, Illinois, United States",2004,"17,000",Blue,Suzuki,Vehicle does NOT have an existing warranty,Intruder,Volusia,,,FALSE,100,,8,Private Seller,Clear,TRUE,FALSE,0
Used,,"$4,800 ","Van Nuys, California, United States",2011,"7,877",Black,Suzuki,,Other,,Sport Touring,,FALSE,100,,6,Private Seller,Clear,TRUE,FALSE,0
Used,"Mint, no rust, never damaged, garage kept, highway miles","$26,995 ","Holtsville, New York, United States",2013,"17,528",Black,Harley-Davidson,Unspecified,Street Glide,,Sport Touring,,TRUE,100,3<,1933,Dealer,Clear,FALSE,TRUE,
Used,,"$10,500 ","Brooklyn, New York, United States",2013,"29,000",,BMW,,R-Series,,,,FALSE,100,10,121,,Clear,FALSE,TRUE,
Used,Excellent condition with no issues.,"$20,900 ","Sevierville, Tennessee, United States",2015,610,Black,Harley-Davidson,Vehicle does NOT have an existing warranty,FLRT Free Wheeler,,Trike,,FALSE,100,3<,240,Private Seller,Clear,FALSE,TRUE,
Used,"like new condition HIGH COMPRESSION///ROLLER ROCKERSNEW BATTERY AND IGNITION,","$11,500 ","Reno, Nevada, United States",1996,"3,500",,Harley-Davidson,,road runner,titan,,,TRUE,7.6,1<,286,Private Seller,Clear,FALSE,TRUE,
Used,"This 2013 Honda Rebel 250 is in great condition with only 1782 original miles.It runs, rides, shifts ",$710 ,"Montoursville, Pennsylvania, United States",2013,"1,782",red,Honda,Vehicle does NOT have an existing warranty,Rebel,,,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,13
Used,,"$3,000 ","Richmond, Indiana, United States",2004,"4,268",Red,Yamaha,,V Star,650 Classic,Cruiser,,TRUE,,11,1,Private Seller,Clear,FALSE,TRUE,
Used,,"$2,025 ","McKinney, Texas, United States",1999,"12,220",Yellow,Suzuki,Unspecified,Other,,Sport Bike,,FALSE,100,,57,Private Seller,Clear,TRUE,FALSE,26
Used,,"$3,500 ","Memphis, Tennessee, United States",2013,165,White,Suzuki,Vehicle does NOT have an existing warranty,DR-Z,,,,FALSE,100,25,302,Private Seller,Clear,TRUE,TRUE,11
Used,,"$2,200 ","Granite City, Illinois, United States",1974,"6,684",RED,Suzuki,Vehicle does NOT have an existing warranty,TS250,SAVAGE,Dual-Purpose,,FALSE,100,,972,Private Seller,Clear,TRUE,FALSE,0
Used,,"$6,100 ","Dunnellon, Florida, United States",2007,"10,650",Silver,Honda,Vehicle does NOT have an existing warranty,ST1300,,Sport Touring,,TRUE,100,18,41,Private Seller,Clear,FALSE,TRUE,
Used,,"$5,899 ","Suncook, New Hampshire, United States",2016,"1,316",GREEN/BLACK,Kawasaki,,KLR650,,Standard,,FALSE,100,,1978,Dealer,Clear,TRUE,FALSE,8
Used,SHOW ROOM CLEAN... ONLY 5 MILES... NOTHING WRONG WITH THIS BIKE... EXTENDED WARRANTY...,"$5,700 ","Kansas City, Kansas, United States",2014,5,Blue,Kawasaki,Vehicle has an existing warranty,Ninja,,Sport Touring,,FALSE,100,,7,Private Seller,Clear,TRUE,FALSE,0
Used,,"$15,000 ","Ferndale, Washington, United States",2007,907,Black,Yamaha,Vehicle does NOT have an existing warranty,V Max,Vmax,Sport Touring,,FALSE,100,12,48,OWNER,Clear,FALSE,TRUE,
Used,Excellent,"$10,500 ","Virginia Beach, Virginia, United States",2016,"6,200",BLACK,Kawasaki,Vehicle has an existing warranty,Ninja,,,,FALSE,100,,109,Private Seller,Clear,TRUE,FALSE,0
Used,,"$3,150 ","San Diego, California, United States",2013,"8,784",Black,Suzuki,Vehicle does NOT have an existing warranty,GSX-R,,Sport Bike,,FALSE,100,,877,Dealer,Clear,TRUE,FALSE,38
Used,,"$10,210 ","Houston, Texas, United States",2012,"6,600",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,MUSCLE,Cruiser,,FALSE,,3<,7,Private Seller,Clear,FALSE,TRUE,
Used,,"$7,800 ","Ligonier, Pennsylvania, United States",2000,"8,910",,Harley-Davidson,,Road King,,,,TRUE,100,3<,82,Private Seller,Clear,FALSE,TRUE,
Used,"Usual light road rash to lower fork legs, and fairing lowers, also slight road rash on front facing ",$810 ,"Corona, California, United States",2011,"29,762",Cherry Red Sunglow / Merlot Sunglow,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,FLHTK Ultra limited,Touring,,FALSE,,,0,Private Seller,Clear,TRUE,FALSE,8
Used,,"$5,692 ","Dallas, Texas, United States",2010,"30,611",White,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,,532,Dealer,Clear,FALSE,TRUE,
Used,,"$15,000 ","Agawam, Massachusetts, United States",2004,598,White,Other Makes,Vehicle does NOT have an existing warranty,Custom,,Chopper,,FALSE,100,,245,Private Seller,Clear,TRUE,FALSE,0
Used,,"$29,500 ","Ponchatoula, Louisiana, United States",2009,"2,382",Black,Harley-Davidson,Unspecified,Covington Custom FLHX Street Glide,,Touring,,TRUE,100,8<,74,Owner,Clear,FALSE,TRUE,
New,,"$14,999 ","Tifton, Georgia, United States",2015,109,Red,Honda,Vehicle has an existing warranty,Valkyrie,GL1800CF,Touring,,TRUE,9.7,24,3506,Dealer,Clear,FALSE,TRUE,
Used,,$500 ,"Monterey, California, United States",1970,"9,905",Red,Honda,Vehicle does NOT have an existing warranty,CB,,Standard,,FALSE,100,9<,246,Private Seller,Clear,TRUE,TRUE,40
Used,VERY GOOD CONDITION/RUNS WELL/FRAME POWDER COATED/TANK REPAINTED/REAR SETS/ CAFE SEAT,"$3,498 ","Albuquerque, New Mexico, United States",1975,"15,676",White,Yamaha,Vehicle does NOT have an existing warranty,RD350,,Caf?Racer,,FALSE,100,17,1121,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,000 ","Columbus, Ohio, United States",1975,0,Red,Honda,Vehicle does NOT have an existing warranty,MR50,,Vintage Dirtbike,,FALSE,100,4<,149,Private Seller,Clear,TRUE,TRUE,0
Used,,"$3,800 ","Roanoke, Virginia, United States",2013,"22,914",White,BMW,Vehicle does NOT have an existing warranty,F-Series,Sertao,Dual-Purpose,,TRUE,100,21,18,Private Seller,Clear,FALSE,TRUE,
Used,Very good gently used condition.,"$8,250 ","Chino, California, United States",1990,"42,875",Black/Flames,Harley-Davidson,,FXR,,Sport Bike,,TRUE,100,6<,1366,Private Seller,Clear,FALSE,TRUE,
Used,,"$10,500 ","Lugoff, South Carolina, United States",2000,"9,300",Red,Harley-Davidson,,FLST,,,,TRUE,100,,227,Private Seller,Clear,FALSE,TRUE,
Used,,"$9,500 ","Murphysboro, Illinois, United States",2008,"8,767",Silver,BMW,,K-Series,,Sport Touring,,TRUE,100,5<,204,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,695 ","Corona, California, United States",1997,0,--,Honda,Vehicle does NOT have an existing warranty,CR,,Gasoline,,FALSE,100,6<,305,Dealer,Clear,FALSE,TRUE,
Used,,"$3,500 ","Waterloo, Iowa, United States",1983,"22,000",Purple,Honda,Vehicle does NOT have an existing warranty,Magna,,,,FALSE,100,,16,Private Seller,Clear,TRUE,FALSE,0
Used,,"$2,999 ","Newport, Michigan, United States",1998,"13,500",,Honda,Vehicle does NOT have an existing warranty,Super Hawk,,,,FALSE,100,,381,,Clear,TRUE,FALSE,0
Used,,"$7,000 ","Nazareth, Pennsylvania, United States",2013,"2,460",Black,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,ZX6R,Sport Bike,,TRUE,,11,122,Private Seller,Clear,FALSE,TRUE,
Used,Beautiful bike in excellent condition. Low miles. Runs great.,"$7,495 ","Zieglerville, Pennsylvania, United States",2002,"16,662",Blue &amp; Silver Metallic,Other Makes,Unspecified,Patriot Phantom,Patriot Phantom FXR Dyna Style Frame,Cruiser,,TRUE,100,18,297820,Dealer,Clear,FALSE,TRUE,
Used,,"$15,900 ","North Hampton, New Hampshire, United States",2014,"6,332",SAKHIR ORANGE,BMW,,K-Series,,,,TRUE,100,2<,726,Dealer,Clear,FALSE,TRUE,
Used,,"$8,250 ","Phoenix, Arizona, United States",2008,"2,417",Black,BMW,,K-Series,,Sport Touring,,FALSE,100,18,55,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,750 ","Wytheville, Virginia, United States",2006,"2,400",Blue,BMW,Vehicle does NOT have an existing warranty,F-Series,DAKAR,Dual-Purpose,,TRUE,100,11,52,Private Seller,Clear,FALSE,TRUE,
Used,,"$5,500 ","Bradenton, Florida, United States",2006,"29,100",Blue,Kawasaki,,Ninja,ZX6R 636,,,TRUE,100,,181,Private Seller,Clear,FALSE,TRUE,
Used,,$0 ,"Fort Pierce, Florida, United States",2012,"2,395",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,,Sport Bike,,FALSE,100,3<,227,Private Seller,Clear,TRUE,TRUE,1
Used,,"$5,500 ","Portland, Oregon, United States",2012,"2,382",Red,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,NINJA 650R,Sport Bike,,TRUE,100,1<,90,Private Seller,Clear,FALSE,TRUE,
Used,,"$11,000 ","Spartanburg, South Carolina, United States",2016,"1,167",Black,Harley-Davidson,Vehicle has an existing warranty,XL1200C - Sportster 1200 Custom,,Gasoline,,TRUE,100,,65,Dealer,Clear,FALSE,TRUE,
Used,,"$6,900 ","Casco, Maine, United States",1999,"19,008",Silver,Honda,Vehicle does NOT have an existing warranty,Gold Wing,GL1500 SE - 50th Anniversary Edition,Touring,,FALSE,100,16,203,Private Seller,Clear,TRUE,TRUE,0
Used,,"$11,244 ","Ridgeland, Mississippi, United States",2014,"4,515",Red,Kawasaki,,Concours?,Sport Touring,,FALSE,100,1<,1342,Dealer,Clear,FALSE,TRUE,,
Used,,"$11,244 ","Ridgeland, Mississippi, United States",2014,"4,515",Red,Kawasaki,,Concours?,Sport Touring,,FALSE,100,1<,1342,Dealer,Clear,FALSE,TRUE,,
Used,,"$1,025 ","Glastonbury, Connecticut, United States",1984,"10,977",Silver,BMW,Vehicle does NOT have an existing warranty,K-Series,"k1100, k1200, R100, R90, R75",,,FALSE,100,,259,Private Seller,Clear,TRUE,FALSE,8
Used,See Below,"$3,000 ","Woodbury, Connecticut, United States",1951,"13,811",Black,Other Makes,Vehicle does NOT have an existing warranty,DB 201,Zundapp DB 201,Standard,,FALSE,100,,796,Private Seller,Clear,TRUE,FALSE,0
Used,"Adult Owned, Carefully Maintained, Garage Kept, Like New Condition.","$5,999 ","Fullerton, California, United States",2015,"13,500",Green,Kawasaki,Vehicle has an existing warranty,Versys 650 LT,KLE650F,Sport Touring,,FALSE,100,,213,Private Seller,Clear,TRUE,FALSE,0
Used,,"$4,000 ","San Diego, California, United States",2015,6,White,Honda,Vehicle has an existing warranty,CBR,300RAF,Sport Bike,,TRUE,100,,344,Private Seller,Clear,FALSE,TRUE,
